t_s,pos_deg,vel_rps,tau_cmd,rotor_phase,e1_deg,fault
16.3464,2.401,0.1494380086660385,2.346,0.6531,200.198,0
16.3477,2.477,0.15243816375732422,2.363,0.6638,200.079,0
16.349,2.554,0.1555498242378235,2.37,0.6744,200.018,0
16.3503,2.631,0.15888898074626923,2.369,0.6851,199.897,0
16.3516,2.719,0.1634836345911026,2.355,0.6973,199.846,0
16.353,2.802,0.1662539839744568,2.344,0.7088,199.728,0
16.3545,2.895,0.16902248561382294,2.327,0.7217,199.619,0
16.3558,2.977,0.17213302850723267,2.304,0.7332,199.554,0
16.3572,3.065,0.17415907979011536,2.284,0.7454,199.455,0
16.3585,3.153,0.17641755938529968,2.262,0.7576,199.369,0
16.3598,3.241,0.17919829487800598,2.237,0.7698,199.264,0
16.3612,3.323,0.18079158663749695,2.223,0.7812,199.21,0
16.3625,3.417,0.18177016079425812,2.215,0.7942,199.083,0
16.3638,3.505,0.18238931894302368,2.217,0.8064,199.049,0
16.3651,3.593,0.1838417947292328,2.221,0.8186,198.89,0
16.3664,3.68,0.18585708737373352,2.23,0.8308,198.815,0
16.3677,3.774,0.18709824979305267,2.255,0.8438,198.733,0
16.369,3.862,0.18849430978298187,2.289,0.856,198.648,0
16.3703,3.95,0.18955367803573608,2.335,0.8682,198.61,0
16.3716,4.043,0.1900627464056015,2.4,0.8812,198.495,0
16.373,4.136,0.1914357841014862,2.471,0.8942,198.386,0
16.3745,4.246,0.19270721077919006,2.571,0.9094,198.278,0
16.3758,4.334,0.1936807632446289,2.66,0.9216,198.233,0
16.3772,4.427,0.19481433928012848,2.763,0.9346,198.126,0
16.3785,4.526,0.1965530663728714,2.874,0.9483,198.069,0
16.3798,4.625,0.19968238472938538,2.981,0.9621,197.947,0
16.3811,4.719,0.20221057534217834,3.085,0.975,197.874,0
16.3824,4.818,0.20467509329319,3.194,0.9888,197.81,0
16.3837,4.922,0.2065616250038147,3.307,0.0033,197.715,0
16.3852,5.026,0.20713938772678375,3.417,0.0178,197.677,0
16.3865,5.131,0.20793499052524567,3.511,0.0323,197.589,0
16.3879,5.229,0.20850157737731934,3.585,0.046,197.538,0
16.3892,5.328,0.2097456306219101,3.636,0.0597,197.468,0
16.3905,5.433,0.2105940580368042,3.668,0.0742,197.404,0
16.3919,5.532,0.21049311757087708,3.68,0.088,197.33,0
16.3932,5.636,0.21187594532966614,3.656,0.1024,197.219,0
16.3946,5.751,0.2136823832988739,3.594,0.1185,197.152,0
16.3959,5.85,0.21509990096092224,3.513,0.1322,197.078,0
16.3972,5.949,0.21611683070659637,3.408,0.1459,197.004,0
16.3985,6.059,0.2176932990550995,3.26,0.1612,196.889,0
16.3999,6.163,0.21843375265598297,3.097,0.1757,196.816,0
16.4012,6.268,0.21871691942214966,2.915,0.1902,196.735,0
16.4025,6.378,0.22089283168315887,2.691,0.2054,196.662,0
16.4038,6.482,0.22136464715003967,2.472,0.2199,196.556,0
16.4052,6.586,0.221481055021286,2.245,0.2344,196.464,0
16.4065,6.696,0.221231147646904,2.001,0.2497,196.357,0
16.4079,6.801,0.22008664906024933,1.775,0.2642,196.282,0
16.4092,6.905,0.22052936255931854,1.544,0.2787,196.178,0
16.4106,7.015,0.21983836591243744,1.317,0.2939,196.076,0
16.4119,7.114,0.21894921362400055,1.128,0.3077,195.969,0
16.4132,7.213,0.21742917597293854,0.958,0.3214,195.838,0
16.4147,7.333,0.2165672481060028,0.772,0.3382,195.733,0
16.416,7.432,0.21587766706943512,0.643,0.3519,195.632,0
16.4173,7.531,0.21569135785102844,0.537,0.3657,195.555,0
16.4186,7.635,0.2154242843389511,0.452,0.3802,195.404,0
16.42,7.74,0.21455179154872894,0.401,0.3947,195.311,0
16.4213,7.839,0.21382927894592285,0.379,0.4084,195.199,0
16.4226,7.938,0.21413172781467438,0.378,0.4221,195.035,0
16.4239,8.042,0.21405091881752014,0.405,0.4366,194.969,0
16.4254,8.152,0.214675173163414,0.457,0.4519,194.803,0
16.4267,8.256,0.21551945805549622,0.528,0.4664,194.651,0
16.4281,8.361,0.21583430469036102,0.623,0.4809,194.544,0
16.4294,8.476,0.2188999503850937,0.729,0.4969,194.421,0
16.4307,8.575,0.22068040072917938,0.836,0.5106,194.278,0
16.4319,8.679,0.2217804342508316,0.961,0.5251,194.209,0
16.4333,8.784,0.22283567488193512,1.091,0.5396,194.059,0
16.4347,8.904,0.22453193366527557,1.237,0.5564,193.911,0
16.436,9.009,0.22591674327850342,1.359,0.5709,193.797,0
16.4372,9.113,0.22651685774326324,1.478,0.5854,193.659,0
16.4385,9.212,0.22764480113983154,1.578,0.5991,193.571,0
16.4398,9.327,0.22832772135734558,1.684,0.6151,193.42,0
16.4411,9.432,0.2303643375635147,1.756,0.6296,193.307,0
